pre,level
0.51052376,1
0.554701554,1
0.550496089,1
0.58421896,1
0.510433302,0
0.632529604,1
0.559372894,1
0.517188725,0
0.567569316,1
0.565590529,1
0.550609346,1
0.608249906,0
0.497128284,0
0.578708915,0
0.527448596,1
0.534136986,0
0.522590677,0
0.493457058,0
0.630938357,1
0.611993112,1
0.558319452,1
0.541081064,0
0.613270446,1
0.498342964,1
0.500290316,1
0.564491036,1
0.534718624,1
0.504080146,1
0.51411304,0
0.571126289,1
0.621194032,1
0.59910002,0
0.550291851,1
0.576892589,1
0.503211801,0
0.525783899,0
0.603031384,0
0.544246678,0
0.605000999,1
0.576190377,1
0.517339387,1
0.625567205,1
0.526251125,0
0.592171456,0
0.484515281,0
0.524216719,1
0.593531484,0
0.55389347,1
0.517431645,0
0.525818399,0
0.502429988,1
0.533094246,1
0.62843326,0
0.606661606,0
0.531497116,0
0.631613666,0
0.512300826,0
0.547264948,1
0.505562663,0
0.574374478,1
0.518224371,1
0.492081846,0
0.635150343,1
0.609292805,0
0.498893269,0
0.5413362,0
0.496010004,1
0.51928009,1
0.633935702,1
0.526965344,1
0.540235575,1
0.547493996,1
0.613121399,0
0.521405548,0
0.612585736,0
0.529200478,1
0.629335769,0
0.527643898,1
0.607726277,0
0.609348374,0
0.552257307,0
0.530194976,1
0.58222052,1
0.578884175,1
0.566318475,1
0.601076096,1
0.58044258,0
0.606494188,1
0.541459744,0
0.544688217,1
0.538128588,1
0.507293988,1
0.599421441,0
0.587809859,0
0.565318786,0
0.50698721,0
0.554486507,1
0.506443876,0
0.548563654,1
0.508286553,0
0.529878325,0
0.549996931,0
0.497118679,0
0.49816905,0
0.556482173,1
0.577650391,0
0.557405272,0
0.522217251,0
0.580643886,0
0.562076762,1
0.534106159,1
0.491566655,0
0.522629801,1
0.511598853,1
0.60050928,1
0.617964145,0
0.55228422,1
0.532619793,0
0.589679433,0
0.50228757,1
0.578616638,0
0.5697067,1
0.496257114,1
0.612537185,0
0.511497042,0
0.534334528,1
0.506057941,0
0.504493754,0
0.631796687,1
0.52634456,1
0.630529207,0
0.618183374,1
0.599278146,1
0.51486998,1
0.59390476,0
0.566025459,1
0.52578471,1
0.531959332,0
0.619033091,1
0.552576324,0
0.518555329,0
0.532557618,0
0.606755382,1
0.612304022,1
0.509849489,0
0.622930139,0
0.503704586,0
0.608628836,1
0.555501646,1
0.497095657,1
0.589571308,1
0.490599662,0
0.599744931,1
0.507002302,0
0.577769438,1
0.560184175,0
0.6338344,1
0.546697937,1
0.524674823,0
0.540382857,1
0.595435594,0
0.585890789,1
0.599074043,0
0.598457598,0
0.597232331,0
0.496605846,1
0.577825324,1
0.498917388,0
0.592100869,1
0.599026653,0
0.541307354,1
0.590527438,0
0.627581222,0
0.607105204,0
0.569118932,1
0.596897627,1
0.558201477,0
0.502935957,0
0.557962293,1
0.553505426,1
0.616364174,0
0.54490402,0
0.581988584,0
0.607339755,0
0.495970556,1
0.568150618,0
0.574863647,1
0.548557296,0
0.623250102,0
0.600118651,0
0.542187766,0
0.616737614,1
0.61446437,1
0.626923533,1
0.602929302,1
0.554204372,0
0.563041266,0
0.521525927,0
0.58209221,0
0.497941071,0
0.50173059,0
0.634032465,0
0.541977876,1
0.624963965,0
0.612658208,0
0.517564132,0
0.606684484,0
0.562447363,0
0.580789508,1
0.589611829,1
0.54221301,1
0.546553648,1
0.523748581,0
0.539109691,1
0.612779702,0
0.544836453,0
0.540278813,1
0.631766033,0
0.619834175,0
0.573503477,1
0.498388911,1
0.602136947,1
0.520203619,0
0.636275139,0
0.624372439,0
0.531392056,1
0.527252373,1
0.544135341,0
0.575092926,0
0.561248766,1
0.620354791,0
0.561517258,1
0.552955835,1
0.556669043,1
0.497986178,1
0.621615435,1
0.614829092,1
0.519528254,0
0.592510792,0
0.508994531,0
0.582222899,0
0.501286135,0
0.618622215,1
0.502730559,0
0.539819969,1
0.563713632,0
0.511553453,0
0.614570015,1
0.544117438,1
0.591511496,0
0.552234012,0
0.50783278,1
0.535142583,1
0.496561926,0
0.542815872,1
0.635579141,0
0.614790012,1
0.605968198,0
0.575615868,1
0.51384663,1
0.50243588,1
0.525397624,0
0.522561813,0
0.54493117,1
0.515415078,1
0.613594961,1
0.578737331,1
0.623736979,1
0.511840171,0
0.617078614,0
0.586073888,0
0.634077228,1
0.513781977,0
0.538679338,1
0.563731018,0
0.589410905,1
0.523460435,0
0.635883038,1
0.49118441,0
0.521738889,1
0.630294511,1
0.546090083,1
0.568954037,0
0.538371902,1
0.497279183,0
0.524057885,0
0.520805146,1
0.539541989,0
0.587720741,1
0.543875687,1
0.54049003,1
0.563583225,0
0.496088523,1
0.569208684,0
0.588223262,1
0.50411282,0
0.537436036,1
0.545843057,0
0.623495778,1
0.490555227,1
0.499194383,1
0.548776967,1
0.520169253,1
0.573611997,1
0.524339032,0
0.52381312,1
0.495738002,1
0.5703506,0
0.570972048,0
0.58376676,1
0.516724578,0
0.605140627,0
0.533462828,0
0.61514946,1
0.606241373,0
0.57032757,0
0.622368721,0
0.614141301,0
0.618682203,1
0.588568765,0
0.528499286,1
0.535831688,0
0.622801071,0
0.518028952,1
0.509509035,0
0.624938428,0
0.569926152,0
0.563388326,1
0.593420472,0
0.579781879,0
0.510487845,0
0.545949082,0
0.633465001,0
0.510830969,1
0.559052909,1
0.53809739,0
0.521845024,0
0.578634524,1
0.61092091,1
0.518689762,1
0.613881517,1
0.616527726,1
0.559601727,0
0.501261089,0
0.509747378,1
0.507708875,0
0.524346271,0
0.520375305,0
0.60888209,1
0.585713314,1
0.583649491,1
0.529070325,0
0.534173925,0
0.525608101,1
0.62215388,1
0.530627115,1
0.56260006,0
0.507650035,0
0.503132907,0
0.561877573,0
0.542619437,1
0.625522144,0
0.579042098,0
0.529440528,0
0.530088732,0
0.514689456,0
0.604755255,0
0.626430237,0
0.497953807,1
0.540781653,0
0.605152889,1
0.49699652,0
0.548680721,1
0.499959429,1
0.571971067,1
0.630646627,0
0.501739635,0
0.512208141,1
0.618902421,1
0.531528879,0
0.578771321,0
0.579144212,0
0.527643493,0
0.542178576,0
0.523121049,1
0.531732547,1
0.632200029,0
0.593055504,0
0.576669637,1
0.621575148,0
0.534194783,1
0.49463184,0
0.601165929,1
0.539801053,1
0.515087536,1
0.632093559,1
0.578418337,0
0.513498072,1
0.512482999,0
0.557746953,1
0.584448206,0
0.555824677,1
0.592757889,0
0.580885565,1
0.498049336,0
0.629732467,0
0.553058035,1
0.530627634,0
0.596867264,1
0.631296736,1
0.612713464,0
0.513285365,1
0.589910838,0
0.576728326,1
0.628221687,1
0.597358077,1
0.535676387,0
0.531411069,1
0.553528686,0
0.509889542,1
0.632714126,0
0.53606361,0
0.537794498,1
0.494656798,1
0.600679059,1
0.495188782,0
0.521990756,1
0.587220631,1
0.60602619,1
0.572272988,0
0.603399432,0
0.515299146,1
0.519367733,0
0.524980442,1
0.539919025,0
0.501768411,1
0.619140366,1
0.578912731,0
0.513531135,1
0.630016382,0
0.563168085,1
0.63455924,1
0.495604956,1
0.582405475,1
0.541779576,0
0.573535541,1
0.627740911,1
0.596253766,1
0.503330721,0
0.614778921,0
0.589874927,0
0.632505046,1
0.604557583,1
0.539367096,0
0.504581365,1
0.55670676,0
0.541677781,0
0.513595826,0
0.545964175,1
0.584399542,1
0.534024484,0
0.527301443,1
0.569728351,1
0.5312827,1
0.53976351,0
0.52997197,0
0.516935176,1
0.503215351,0
0.585616383,0
0.496004552,0
0.503096754,1
0.509325303,1
0.570541026,1
0.632864408,0
0.579339031,1
0.609217016,1
0.596477902,0
0.533842212,1
0.590681303,1
0.561834613,0
0.592354863,0
0.574336451,0
0.610021431,0
0.530405249,1
0.529261888,0
0.630064375,1
0.564055549,1
0.635445526,1
0.529892263,0
0.518810218,0
0.616789533,1
0.495382286,1
0.617587254,0
0.582647451,0
0.623401513,1
0.525103442,0
0.557926975,0
0.516816352,0
0.528674277,0
0.608689949,0
0.495406318,0
0.605748933,0
0.590323881,0
0.562243541,0
0.624531903,1
0.551588422,1
0.598127992,0
0.586681606,0
0.583091943,0
0.505250395,1
0.575013172,1
0.524518131,0
0.519235879,0
0.622573849,0
0.589044191,1
0.60878124,1
0.564771786,1
0.61056225,1
0.526927732,1
0.611730036,0
0.608020194,1
0.532060516,1
0.541371002,1
0.54685845,1
0.545521515,1
0.607098263,1
0.53108446,0
0.496296591,0
0.533306209,0
0.630311131,0
0.495941863,0
0.575824028,0
0.592547153,0
0.525411636,1
0.602744938,1
0.545297706,1
0.533659697,1
0.598005376,0
0.57624802,1
0.571141103,0
0.609606536,0
0.618619911,0
0.538490689,0
0.604221795,0
0.502896433,0
0.504038759,0
0.572878195,0
0.632461828,1
0.56950781,0
0.628562269,0
0.494827951,0
0.541855103,0
0.521162076,0
0.526432029,0
0.509489025,1
0.570468247,1
0.5803606,0
0.62265777,1
0.511397328,1
0.632328118,0
0.58298134,1
0.582875618,0
0.580417779,0
0.612754932,0
0.53477775,0
0.6343366,1
0.512886681,1
0.607005142,0
0.525048419,0
0.588573435,0
0.537617142,0
0.590124597,1
0.516818377,1
0.527674237,0
0.549091224,1
0.636376496,1
0.525092569,1
0.521592739,1
0.553053791,1
0.614597382,0
0.509737781,0
0.585824011,0
0.498116692,1
0.535696173,1
0.504382536,0
0.557311042,0
0.543106339,1
0.539073699,1
0.538960939,1
0.527481623,0
0.606977126,0
0.544167622,0
0.569915432,0
0.594776831,0
0.52631939,1
0.615726928,1
0.572091995,1
0.621047005,1
0.587898887,1
0.503854972,0
0.555032159,0
0.55428005,0
0.595878442,1
0.55074679,0
0.555860529,1
0.501754582,1
0.634767982,1
0.514556425,0
0.587548416,0
0.505074637,1
0.576994083,0
0.540464386,1
0.571065478,0
0.557077706,1
0.540676655,0
0.496582893,0
0.522720721,1
0.517184617,0
0.624637255,1
0.577097613,1
0.520119034,1
0.537537021,1
0.622715243,1
0.566205485,1
0.618072531,0
0.628147556,0
0.537113788,1
0.597678062,1
0.537462948,1
0.506833349,1
0.594959168,0
0.491758405,0
0.598882326,0
0.622131551,1
0.617125917,0
0.572040605,1
0.555844085,1
0.491436107,0
0.555538649,0
0.518857065,0
0.564312372,1
0.510467875,0
0.510262673,0
0.54586408,1
0.579961207,0
0.628186093,0
0.632812159,0
0.616880052,0
0.601056588,1
0.525091372,1
0.525195189,1
0.514528031,1
0.554138354,1
0.601693048,0
0.582218747,1
0.608106446,1
0.570362193,0
0.518948218,1
0.494205145,1
0.531848291,1
0.60114072,0
0.504949128,0
0.58899439,1
0.498541193,0
0.533915331,1
0.494994251,0
0.500106048,0
0.502732681,0
0.574406428,1
0.549609966,1
0.504716792,0
0.503551151,0
0.512085019,0
0.513419929,0
0.552638795,1
0.619486359,1
0.533263902,0
0.498788313,0
0.515932467,0
0.595466122,1
0.595493921,0
0.582207762,1
0.512613071,0
0.502552808,1
0.540395872,1
0.515174961,1
0.509468019,1
0.526433771,1
0.563265864,0
0.49402797,0
0.596974447,0
0.564061812,1
0.523860854,0
0.593597053,1
0.613626443,1
0.630507552,0
0.586964734,0
0.623053644,0
0.613269551,1
0.53981623,0
0.498090144,1
0.544549095,1
0.575049409,0
0.495598577,0
0.500947702,1
0.587679968,1
0.530306908,0
0.622281445,0
0.497495156,0
0.592559844,0
0.601788771,0
0.537098939,1
0.503489449,0
0.622051901,1
0.576866197,0
0.533235904,1
0.563206277,1
0.595680411,0
0.550474391,1
0.595181405,1
0.500559819,1
0.608549195,0
0.496368831,0
0.505626797,0
0.534105796,1
0.593792761,0
0.520570036,0
0.509693936,0
0.512402733,0
0.516602423,0
0.622700729,1
0.592459135,1
0.623246488,0
0.526743125,0
0.629615377,1
0.522190317,0
0.508932805,1
0.634476557,1
0.526760224,0
0.582217058,0
0.524163226,0
0.611465108,1
0.602406043,1
0.560259817,0
0.60873181,0
0.587875792,0
0.633584767,1
0.635222456,1
0.605163722,0
0.544182372,0
0.499396121,1
0.546563412,1
0.619397061,0
0.503650663,0
0.549842335,1
0.623328969,1
0.577008658,0
0.62494375,0
0.507852873,0
0.609131095,0
0.538898986,1
0.526023329,1
0.62330906,1
0.513995289,0
0.558148795,1
0.624392076,1
0.51667752,1
0.531834302,0
0.512117898,1
0.581904035,0
0.493639546,0
0.503751025,1
0.633873764,0
0.606591855,1
0.5704183,0
0.623254993,0
0.555337978,0
0.628145436,1
0.631457336,0
0.532943005,0
0.568192242,0
0.546856994,0
0.587489221,1
0.50849975,1
0.560400252,1
0.505934351,1
0.572253013,0
0.622673127,1
0.588144706,0
0.568724184,0
0.513069436,1
0.599472846,0
0.611866811,1
0.585684176,0
0.611683292,1
0.627603322,1
0.593816201,1
0.54727139,0
0.600554786,1
0.568552885,1
0.536935455,1
0.505687655,0
0.611954675,0
0.549028837,1
0.512198353,0
0.563123266,0
0.511111386,0
0.612171748,1
0.562379523,0
0.630587113,1
0.542452227,1
0.4995108,1
0.52816561,0
0.560034068,1
0.624467194,0
0.527232522,1
0.532025276,0
0.500336275,1
0.529912779,0
0.540866333,1
0.593751416,1
0.613774802,0
0.539423946,1
0.516237106,1
0.595372182,0
0.49794631,0
0.521015771,0
0.572066707,1
0.630315491,1
0.609608451,1
0.585108911,0
0.58746115,0
0.511360011,0
0.611214664,0
0.516685403,0
0.531102785,1
0.591322349,0
0.492805923,1
0.525558607,1
0.634729293,0
0.542819478,0
0.505683294,0
0.595879841,0
0.601635562,0
0.530183127,1
0.597096856,1
0.545929343,0
0.506574265,0
0.618127448,0
0.613366077,0
0.582663767,0
0.517770321,1
0.628343127,0
0.568641593,1
0.602086673,0
0.605043632,0
0.570184908,0
0.492084005,1
0.568182532,1
0.587535803,0
0.49342047,0
0.511290557,0
0.568196436,1
0.578436437,1
0.630779046,0
0.560134197,0
0.565120476,1
0.62686404,1
0.577225737,0
0.551689385,0
0.541978266,0
0.589736243,0
0.611875426,1
0.567388209,1
0.620958382,1
0.501898495,0
0.614590283,1
0.496175593,1
0.561276003,1
0.608817559,1
0.507655366,1
0.595964479,0
0.59094115,1
0.551185946,1
0.55353078,1
0.528800966,0
0.635310396,1
0.544294289,0
0.53840527,1
0.633872432,0
0.627504331,0
0.547106283,0
0.567898966,1
0.624062697,1
0.579181104,1
0.491770837,0
0.605201631,1
0.501194996,0
0.527910863,1
0.61957214,0
0.549327083,1
0.615653343,1
0.496284375,1
0.590856782,1
0.52203108,0
0.511684847,0
0.602578406,0
0.5519091,1
0.559885694,1
0.561617552,1
0.529539408,1
0.562363086,0
0.602960663,0
0.511826343,0
0.493076981,0
0.524463806,1
0.621336272,0
0.529284956,0
0.521963692,1
0.625267217,1
0.544848231,1
0.526265237,0
0.56917253,1
0.631026509,1
0.590973548,1
0.559482623,0
0.624962572,1
0.501511229,1
0.621680178,0
0.505193375,0
0.612062045,1
0.578417838,0
0.611222928,0
0.588218099,1
0.629794617,1
0.53630412,1
0.502440347,1
0.601347432,0
0.576261154,0
0.620328498,0
0.532472313,1
0.556356492,0
0.616634696,0
0.558833259,0
0.522195447,1
0.621453594,1
0.591070484,0
0.619510158,0
0.580069381,1
0.551424895,0
0.543793954,0
0.57982868,0
0.552825152,1
0.594271169,1
0.621554312,0
0.539017322,1
0.561676639,1
0.599598198,1
0.514467393,1
0.555462435,0
0.594000346,0
0.559041421,1
0.507334948,1
0.504393615,0
0.538795138,0
0.54587696,1
0.561404404,0
0.502714769,0
0.527875766,1
0.536399215,1
0.525165535,0
0.62937577,0
0.564316922,0
0.531059098,1
0.561933326,0
0.600953846,0
0.61132833,0
0.562171058,0
0.552782704,0
0.505582231,0
0.588904509,0
0.616216394,1
0.531130799,0
0.503500575,1
0.5215061,1
0.610875032,1
0.581560778,1
0.557551604,1
0.51426708,1
0.575518448,1
0.602570635,0
0.531513761,1
0.541371785,1
0.605390532,0
0.508259525,1
0.613049422,0
0.608885567,0
