pre,level
0.626769692,1
0.494591828,1
0.619797815,0
0.510946499,0
0.555484862,0
0.577892749,0
0.601325735,0
0.503057557,1
0.514143905,0
0.629971645,0
0.595212919,0
0.575587508,0
0.555640967,1
0.523349094,0
0.537926215,1
0.557001744,0
0.555567538,1
0.543103785,0
0.610289093,1
0.613352785,1
0.572334481,1
0.533276523,1
0.532820551,0
0.56336322,1
0.516304986,0
0.62548824,1
0.553106308,1
0.55821245,1
0.634663149,1
0.601628826,0
0.505993496,1
0.534425774,1
0.53801539,1
0.542925763,0
0.541177495,1
0.630864422,1
0.562790077,0
0.596408583,1
0.492232976,1
0.561107111,0
0.627345678,1
0.506705775,0
0.508830462,1
0.533102056,0
0.586826456,1
0.619411692,1
0.527060185,0
0.518488671,1
0.561598333,1
0.518256597,1
0.613943696,0
0.635634106,1
0.595243489,0
0.589175845,0
0.50217303,1
0.633674264,1
0.514227295,0
0.628518719,0
0.506470196,0
0.607345684,1
0.600215739,0
0.528674916,1
0.62309788,1
0.534370393,0
0.546320238,0
0.535578757,1
0.550714175,0
0.503881437,1
0.572522899,1
0.496247269,0
0.626924083,1
0.525436729,0
0.601516649,0
0.502666028,0
0.573554661,1
0.540917376,1
0.625189961,1
0.521915442,0
0.613822115,1
0.505467229,0
0.511614174,1
0.502047311,0
0.536826689,0
0.618990012,0
0.585334167,0
0.570902923,1
0.615088226,0
0.557239812,1
0.558657306,1
0.559437696,0
0.542588358,0
0.580645707,1
0.622441122,1
0.53646932,1
0.612370476,1
0.498259331,0
0.565829201,1
0.512806569,0
0.55764471,0
0.599283593,0
0.572103698,0
0.62566594,1
0.555457559,0
0.586420255,0
0.496856341,0
0.558515185,1
0.491437742,1
0.522262378,1
0.533769883,1
0.536123156,1
0.55314682,0
0.5159263,1
0.629158581,1
0.554636043,1
0.53817775,0
0.579753775,1
0.536518329,0
0.614093322,1
0.618051195,1
0.518914086,0
0.562425951,0
0.573820923,1
0.57681481,0
0.572608349,1
0.625623392,1
0.560572017,1
0.52560022,0
0.58802264,1
0.609236432,0
0.549347822,1
0.58931094,1
0.579942999,0
0.504558698,1
0.570470502,0
0.491272639,0
0.51366494,0
0.546218803,0
0.623896606,1
0.591085245,0
0.595895826,1
0.499450815,0
0.498152272,0
0.630446305,1
0.591569044,1
0.606629421,0
0.521136397,0
0.577640586,0
0.523125057,1
0.579688299,1
0.511706329,1
0.607175296,1
0.502245616,0
0.549859498,1
0.50864745,0
0.627439937,0
0.629453589,0
0.519732115,1
0.496212926,1
0.558723291,1
0.600499363,0
0.490910189,1
0.605534942,1
0.556108671,0
0.550652242,0
0.584126639,0
0.558002583,0
0.634695437,0
0.570788792,1
0.630370874,1
0.592438219,0
0.576442933,1
0.545896746,0
0.535055083,1
0.635183717,0
0.506544539,1
0.555630149,1
0.63453528,0
0.542280819,0
0.535715205,0
0.586886339,0
0.599823885,0
0.58798023,1
0.526437517,1
0.491747658,0
0.564769193,1
0.501986672,0
0.505729312,1
0.5221904,1
0.602503316,1
0.541173163,1
0.632073315,1
0.5574608,1
0.549161183,0
0.632770928,1
0.502419501,0
0.611311914,1
0.560939269,0
0.580177761,0
0.540698691,0
0.54054753,1
0.557148487,1
0.566333297,1
0.539154118,1
0.544009674,1
0.593046638,0
0.560366183,0
0.611769823,1
0.512445569,1
0.53310021,1
0.63184497,0
0.540385972,0
0.518747275,0
0.595891041,1
0.523679363,0
0.54544528,0
0.609480284,0
0.529213543,0
0.593162706,1
0.574934004,0
0.528500625,1
0.613558004,1
0.565129033,0
0.600013164,1
0.551509845,0
0.623991915,0
0.499815547,0
0.62805425,1
0.601075299,0
0.547680819,1
0.518545273,1
0.527837705,1
0.514361312,1
0.606275257,1
0.580671706,1
0.60824669,1
0.602420265,0
0.548347826,1
0.593565244,0
0.528602533,0
0.557685247,0
0.522595865,0
0.501676368,0
0.497324491,0
0.602968124,0
0.554167474,1
0.53151007,0
0.620442022,1
0.52104487,1
0.584765125,0
0.540054354,0
0.500822143,0
0.520431972,1
0.515095771,0
0.588723656,0
0.627942434,0
0.592494571,1
0.524005961,0
0.558026424,1
0.630891463,1
0.609537885,1
0.628568777,1
0.504593591,0
0.548394674,0
0.538434516,1
0.633296099,1
0.561876698,1
0.518993323,0
0.559747701,1
0.525328634,1
0.555386343,0
0.573140328,0
0.625756098,1
0.587825082,0
0.499041219,0
0.504492841,1
0.613429413,1
0.627562242,1
0.557736126,0
0.568434681,0
0.529426459,1
0.624774654,0
0.557864616,0
0.628575531,1
0.615204246,1
0.526628284,1
0.574964064,0
0.592371668,0
0.633312065,1
0.53150286,1
0.503173121,1
0.614189866,1
0.525549746,0
0.61485169,1
0.572102735,1
0.588357941,0
0.558626556,0
0.630678832,1
0.615796071,1
0.58423431,0
0.577573316,0
0.570940971,0
0.634488161,1
0.517707303,0
0.552211446,0
0.635318418,1
0.56359992,0
0.628873238,1
0.614283941,1
0.534468983,1
0.497000676,0
0.580661568,0
0.503145393,1
0.563150415,1
0.505760148,0
0.62592733,1
0.57139074,0
0.547646892,1
0.546482338,0
0.526626674,1
0.513664709,0
0.61019088,1
0.544236802,0
0.630646518,1
0.497035219,1
0.625552501,0
0.495270188,1
0.603166594,1
0.604717105,0
0.524376164,1
0.632084146,0
0.599644147,0
0.500633777,1
0.617732155,1
0.566498136,1
0.617890131,0
0.630427588,1
0.615684331,1
0.502585905,0
0.634859925,0
0.503824443,1
0.541746161,1
0.604069418,0
0.58828569,1
0.533994293,1
0.614511699,1
0.626543964,1
0.595822034,1
0.496410024,0
0.486131225,1
0.56378352,1
0.568907235,1
0.543441785,1
0.58954212,0
0.507387986,0
0.53595624,0
0.581191626,0
0.616237379,0
0.598522923,0
0.502306758,1
0.615237866,1
0.584772901,0
0.628792994,0
0.569398946,1
0.50374766,1
0.539246318,1
0.607828791,0
0.542496833,1
0.59639136,0
0.627592639,1
0.577337578,0
0.494909067,0
0.603766702,0
0.586435787,0
0.54687431,0
0.565245246,1
0.589688605,0
0.591934129,0
0.593449527,1
0.537652002,0
0.498514834,0
0.57792809,0
0.623078628,0
0.547804891,1
0.57041955,0
0.614293918,0
0.629427799,1
0.624997742,1
0.603509324,1
0.556674862,0
0.563724832,0
0.533327249,0
0.611338776,0
0.561127766,1
0.593653845,1
0.602376906,0
0.612093462,1
0.605837926,1
0.532123071,1
0.608637727,0
0.534907348,1
0.547114104,1
0.603320293,1
0.525877724,0
0.524124348,1
0.561410963,0
0.638178213,0
0.632525378,1
0.532768353,1
0.539584733,1
0.559055795,1
0.521281858,1
0.633086162,1
0.510536486,1
0.594863335,1
0.54299988,1
0.53135784,1
0.612857197,1
0.508445399,1
0.520985059,0
0.619868292,0
0.538485757,0
0.569413642,1
0.616562263,1
0.619476699,0
0.616160989,1
0.532747377,0
0.491609811,1
0.623270358,1
0.593029928,1
0.57476418,1
0.495397224,1
0.569598418,1
0.559245358,0
0.615376405,1
0.576317441,0
0.484260968,0
0.579727743,1
0.500572773,1
0.494879318,0
0.625125809,1
0.557302737,1
0.564962646,0
0.535451466,1
0.537124587,1
0.600304115,0
0.551520795,0
0.55554175,1
0.51432879,1
0.584304997,0
0.533771321,0
0.593921416,0
0.510926166,0
0.545512397,0
0.499021742,1
0.545329224,1
0.513547863,1
0.596577937,0
0.63337524,1
0.546228567,0
0.622118428,0
0.498337662,0
0.565972701,1
0.546187392,0
0.525633364,0
0.532404439,0
0.520874107,1
0.590130122,0
0.543289366,0
0.55179325,1
0.526182619,0
0.504212704,0
0.620070476,0
0.548221618,1
0.593422368,1
0.561652185,0
0.510282039,1
0.560928448,1
0.592391987,0
0.624039834,1
0.491254569,0
0.555048366,0
0.570281109,1
0.534571653,0
0.577999592,1
0.59898746,0
0.627239318,1
0.608165596,1
0.510642727,0
0.574401308,0
0.536979379,0
0.565545962,0
0.577470531,0
0.545786239,0
0.609597536,0
0.49972719,1
0.562591489,0
0.526153971,1
0.543383986,1
0.617121213,0
0.591825406,0
0.598135751,0
0.513012384,0
0.587881107,0
0.597251354,0
0.550203739,1
0.54571443,0
0.603234741,1
0.563244976,0
0.633199688,1
0.609233934,0
0.503142156,0
0.532745369,0
0.523735711,0
0.53975576,0
0.62131228,0
0.627165168,0
0.540011303,1
0.589370794,1
0.515048175,1
0.62377967,1
0.502166309,0
0.594607857,0
0.619082458,0
0.593197867,1
0.593786243,0
0.49480068,1
0.521091446,1
0.589583538,0
0.50006694,0
0.620154102,1
0.505602079,0
0.571511062,1
0.631280174,0
0.590622374,0
0.512352306,1
0.493681062,0
0.539803682,1
0.631490142,1
0.522039593,0
0.600098399,0
0.627556169,1
0.591563317,1
0.558817735,0
0.530178761,0
0.52460628,0
0.608659991,1
0.545581215,1
0.572804577,0
0.580429065,0
0.608295119,0
0.59177085,1
0.52505059,0
0.635114772,1
0.535535769,1
0.52819834,0
0.533931088,0
0.621180092,1
0.624511036,0
0.499939392,1
0.626826691,1
0.495464867,0
0.585623431,0
0.633699316,1
0.637573623,0
0.499194383,0
0.507751431,1
0.532605572,1
0.594896652,1
0.504995677,0
0.608641817,0
0.574830619,0
0.568154401,1
0.537339992,0
0.576319901,0
0.619151632,0
0.586392366,0
0.566543667,0
0.583839209,1
0.598999214,0
0.502828857,0
0.51912061,0
0.554218216,1
0.580207507,0
0.52355098,1
0.578523333,0
0.613092357,1
0.56387449,0
0.542634379,1
0.510314163,0
0.527124122,0
0.510092239,0
0.522624079,1
0.625028089,0
0.497862721,0
0.500985932,0
0.537582789,1
0.60865521,1
0.61075103,1
0.622134966,0
0.614124292,1
0.492904827,0
0.602958708,0
0.585734147,0
0.57575869,0
0.510750637,0
0.599745141,1
0.565696564,1
0.63338748,0
0.533184296,1
0.553206918,1
0.530188632,1
0.546596492,0
0.540685355,1
0.630989951,1
0.620813443,0
0.608503645,0
0.550647741,1
0.531449262,1
0.540039201,0
0.629361104,0
0.566276335,1
0.511602074,0
0.629584238,0
0.520847746,1
0.631807627,0
0.612703552,1
0.629345029,0
0.580810126,0
0.500442374,0
0.631815473,1
0.611322653,0
0.537844272,0
0.530691973,0
0.578322195,1
0.614659969,1
0.577421492,1
0.549168614,0
0.627589916,1
0.606775765,1
0.539211992,0
0.563581099,1
0.622228232,1
0.600747008,1
0.536706307,0
0.489746154,0
0.62671123,0
0.552150717,0
0.520994694,0
0.622594925,1
0.54907209,1
0.522899385,1
0.58418509,0
0.53259448,0
0.618135337,1
0.502999606,1
0.608993855,0
0.581235022,1
0.594806897,1
0.506058143,0
0.495733357,0
0.537217862,1
0.542295994,1
0.587314717,0
0.526872157,0
0.577104374,1
0.578753572,1
0.54717572,1
0.562178471,1
0.564284039,0
0.563238898,0
0.516282824,0
0.494397167,0
0.611275989,1
0.57371692,0
0.545077991,1
0.605381309,0
0.51168088,1
0.58465181,1
0.539909227,0
0.585704293,1
0.514178227,0
0.590517094,1
0.519562251,0
0.630674346,0
0.553441955,1
0.507704495,0
0.522946379,1
0.556552212,1
0.542380757,1
0.625807574,0
0.584384606,0
0.515366536,0
0.525288112,1
0.530215013,0
0.630712524,1
0.543382918,1
0.539097892,0
0.514682397,0
0.519432599,0
0.604368154,1
0.631042757,0
0.552790351,0
0.614456737,0
0.553292641,1
0.620616871,0
0.52435697,1
0.55961282,0
0.616806919,1
0.600386332,1
0.502411145,0
0.541302618,1
0.6242239,1
0.575473848,1
0.557919873,1
0.574346288,1
0.510527831,1
0.500339059,1
0.59747227,0
0.635413811,0
0.613609375,1
0.58315693,0
0.565237033,1
0.505249832,0
0.555413636,0
0.58759591,0
0.540515544,0
0.525202746,0
0.508788065,0
0.625365013,1
0.507752385,1
0.56728661,1
0.490694512,0
0.514616492,0
0.602764419,0
0.577562795,0
0.62638739,0
0.538125953,1
0.528009377,1
0.495691744,0
0.500862991,0
0.630504342,1
0.537373529,1
0.611847274,0
0.552887667,1
0.617789635,1
0.591720233,1
0.509657597,1
0.632964239,1
0.617318894,1
0.518416715,1
0.63188846,1
0.633344569,0
0.518258764,0
0.626234134,1
0.621999107,1
0.600836212,1
0.636202022,0
0.62411826,0
0.561747561,1
0.516649596,1
0.51787079,1
0.591296806,0
0.532456678,1
0.499390408,1
0.592713958,0
0.529649626,0
0.502367376,0
0.623124059,0
0.496585157,1
0.511991326,0
0.554020517,1
0.588866659,1
0.512387584,0
0.594707667,1
0.602894441,1
0.529267927,1
0.532213908,0
0.495298236,1
0.564154528,1
0.59759817,1
0.495073719,1
0.604031629,1
0.634631551,1
0.510768651,0
0.554327788,1
0.516078449,0
0.561449602,0
0.591010024,0
0.572666352,0
0.556128576,0
0.525144056,0
0.523823589,0
0.541713526,1
0.536604391,1
0.603278083,1
0.517990975,0
0.611925128,0
0.525194615,0
0.544360205,0
0.598085841,1
0.523952838,0
0.534846846,0
0.50233933,0
0.558241802,1
0.595456554,0
0.60983216,0
0.51920783,1
0.574647927,0
0.598862615,0
0.550839063,0
0.551874498,0
0.622926259,1
0.635610981,0
0.536177178,0
0.567464117,0
0.612841727,1
0.57224749,0
0.613584003,0
0.49604385,0
0.610371021,0
0.597346609,1
0.527833751,1
0.490497112,1
0.490951868,1
0.53814126,0
0.549252596,0
0.584499542,1
0.533002475,1
0.630127474,1
0.630798838,0
0.551052388,1
0.579194579,0
0.531654777,1
0.580110384,0
0.587099037,1
0.539286779,1
0.544003464,1
0.560457479,0
0.590292827,1
0.541778495,1
0.611859135,1
0.585903827,0
0.499191466,1
0.559230674,1
0.534415483,1
0.599185205,1
0.599734414,0
0.515413893,0
0.630427389,0
0.505538268,1
0.524286258,1
0.615142597,0
0.496605361,0
0.595299194,1
0.521135309,1
0.623052624,0
0.625887517,1
0.618785214,0
0.527109803,1
0.531998949,1
0.507888665,0
0.613123224,1
0.493131747,0
0.55684002,0
0.622641116,1
0.61147402,1
0.544879564,1
0.542280284,0
0.503423084,1
0.505453504,0
0.616347656,1
0.629417369,1
0.539567608,1
0.560450024,1
0.62332096,1
0.613587272,1
0.524013235,0
0.55913211,0
0.541933872,1
0.504873213,0
0.630563165,0
0.549619249,1
0.577609977,0
0.579859398,1
0.517144733,1
0.506886622,1
0.501409441,1
0.621127058,1
0.552873408,1
0.527473428,0
0.531523342,1
0.546220846,1
0.539489151,1
0.497415911,0
0.505446604,0
0.510095817,0
0.575517001,1
0.551239682,1
0.606858518,0
0.609092966,0
0.561070086,1
0.620953578,0
0.500597706,0
0.49034612,0
0.515072473,0
0.494775093,1
0.604631877,0
0.498796054,0
0.568565416,0
0.554261989,0
0.603680655,0
0.502242085,0
0.503003441,1
0.579514576,0
0.607202096,1
0.62598866,0
0.501089881,1
0.595768107,0
0.546011742,1
0.560574282,1
0.600273215,0
0.586007634,0
0.627480475,1
0.569297708,0
0.555624721,1
0.565028018,0
0.611693564,1
0.495112216,0
0.617161001,1
0.545996577,0
0.528649201,0
0.544966981,1
0.620188084,0
0.627565105,1
0.62032177,0
0.578640161,1
0.591684519,0
0.492049397,0
0.509228352,1
0.631944946,0
0.536151206,0
0.568525181,0
0.615739492,1
0.558278177,1
0.54713505,0
0.618828594,1
0.550138696,0
0.547857933,0
0.50062366,0
0.587918331,0
0.548389643,0
0.505715967,0
0.511648442,1
0.600846261,0
0.539942721,1
0.599083932,0
0.5374097,0
0.56058085,1
0.55291982,1
0.531896506,1
0.615046062,1
0.561193415,0
0.496186512,1
0.499331023,0
0.633551023,0
0.501495761,1
0.562541165,1
0.576154138,0
0.522128799,1
0.493844448,1
0.601024541,0
0.553375386,0
0.503691795,0
0.505036608,0
0.602684562,0
0.590283342,0
0.515326468,0
0.619966618,1
0.502573945,1
0.515410716,1
0.513949212,1
0.520061932,0
0.615739649,0
0.559057589,0
0.53486447,1
0.626156473,1
0.563406062,0
0.564181849,0
0.577184262,0
0.619459425,1
0.51619704,1
0.52290266,1
0.538272832,1
0.579675511,0
0.530404451,1
0.501079109,0
0.577699364,1
0.580707202,0
0.499821854,0
0.63238386,0
0.625417043,0
0.613944722,0
0.515180286,0
0.580896264,1
0.631562896,1
0.529090846,0
0.622903233,0
0.540232275,0
0.497589514,1
0.592101292,1
0.513283929,0
0.551554308,1
0.496418969,0
0.508131827,0
0.586507624,1
0.599375518,1
0.60023297,0
0.582522004,0
0.546380687,1
0.503072288,0
0.535474452,0
0.562232846,1
0.526951936,1
0.631352461,1
0.571922513,0
0.563720899,1
0.500066721,0
0.527975289,0
0.527712478,1
0.509070931,1
0.601312943,0
0.527251528,1
0.571960943,1
0.561048733,0
0.629027511,1
0.504314828,1
0.622292015,1
0.620539891,1
0.616419045,1
0.522708953,0
0.53763338,1
0.55666729,1
0.516948198,0
0.541446164,0
0.563075579,1
0.507903129,0
0.52766337,0
0.513482488,1
0.60067712,0
0.580487349,0
0.565735223,1
0.611738799,1
0.566271784,0
0.541372457,1
0.503292236,0
0.545028691,1
0.614652179,1
0.577810875,0
0.494791429,1
0.602686736,0
0.538331345,0
0.598528631,0
0.631642115,1
0.539741434,0
0.49545574,0
0.572856344,0
0.505336258,1
0.525847152,1
0.556415291,1
0.63237115,1
0.58407918,0
0.516139034,0
0.583897398,0
0.518541152,0
0.550215698,0
0.567100806,0
0.573244458,1
0.497295765,1
0.511159636,1
0.527395633,1
0.60939391,1
0.588294656,0
0.603388947,1
0.590648853,0
0.563920904,1
0.631446125,0
0.537744171,0
0.507481047,1
0.552821668,1
0.624093341,1
0.571299708,0
0.617129492,1
0.497816021,1
0.495445877,0
0.497784812,0
0.528964568,0
0.629065371,0
0.511361186,0
0.538379381,0
0.568834984,0
0.508095477,0
0.627531113,0
0.622422909,1
0.63589652,0
0.618470774,1
0.523089199,1
0.546377931,1
0.555029121,1
0.518149135,0
0.602702255,1
0.565556137,1
0.547516215,1
0.526147726,1
0.601064795,1
0.581830185,0
0.50809708,1
0.626428383,0
0.594478899,0
0.58971839,1
0.530384669,0
0.493324234,1
0.514762591,1
0.510076577,1
0.513306271,1
0.633701053,1
0.556066439,1
0.555543949,1
0.589601858,0
0.592827834,0
0.545410263,1
0.576817182,0
0.585252388,0
0.570908513,1
0.5503502,0
0.635345747,1
0.523878938,1
0.527630669,0
0.610705011,1
0.626892082,1
0.502183373,0
0.591555826,1
0.506396931,0
0.502124012,0
0.539002291,0
0.585871724,1
0.541099982,0
0.621120179,0
0.605037964,1
0.497523849,1
0.502646362,1
0.536543001,0
0.522482657,0
0.631800062,1
0.629090994,1
0.592134952,1
0.55916013,1
0.621139515,1
0.514088745,1
0.567686706,1
0.51258083,1
0.557717738,0
0.539149786,1
0.524252361,1
0.505795255,0
0.591551786,0
0.579486123,0
0.496323458,0
0.516679767,1
0.509883483,1
0.515845129,0
0.605656599,0
0.627342977,0
0.497351913,1
0.560264002,0
0.551966672,1
0.559805086,1
0.532888506,1
0.538614718,1
0.512956308,0
0.510863637,1
0.578555923,1
0.597844954,1
0.501296776,0
0.625418918,1
0.497008083,0
0.598784736,0
0.503023241,1
0.58248754,1
0.624536845,0
0.579553878,0
0.62968891,1
0.501395794,1
0.529245936,0
0.506615902,1
0.528688078,0
0.531413504,0
0.494803715,1
0.544906843,1
0.508214901,0
0.5418882,0
0.538610771,1
0.512194644,1
0.600031417,0
0.594598872,0
0.632445715,1
0.56469569,0
0.523493068,0
0.553237801,1
0.582841703,1
0.571404502,1
0.550323235,0
0.56001915,0
0.516971163,1
0.593675549,0
0.623002739,1
0.58358887,1
0.607836418,0
0.632252332,1
0.56027448,1
0.507964665,0
0.50125676,1
0.575946358,0
0.587165475,0
0.555458704,1
0.508137639,0
0.575262157,1
0.607159351,0
0.615170295,1
0.581912155,0
0.590790107,1
0.588447967,1
0.596329773,1
0.57545707,1
0.573568036,1
0.6193297,0
0.50424304,0
0.588514703,0
0.511010789,1
0.523744634,0
0.509170387,1
0.524580403,0
0.498308097,1
0.500658453,0
0.526805703,1
0.496142239,1
0.529875594,0
0.526762455,1
0.625080318,1
0.538618395,1
0.523193223,0
0.604472575,0
0.59589417,0
0.580754399,0
0.552892843,0
0.616459214,0
0.504212515,0
0.520868915,0
0.627475821,1
0.567805131,1
0.593476867,1
0.615082971,1
0.500749361,0
0.625579987,1
0.573105762,0
0.525035016,1
0.537196043,1
0.574543793,1
0.583744444,0
0.563367128,0
0.543275536,1
0.560163999,1
0.580213878,1
0.53097385,1
0.582930695,1
0.561541892,0
0.555479272,1
0.598727672,1
0.510347545,1
0.61099449,1
0.542522448,0
0.615336708,1
0.568260425,1
0.535016762,0
0.500143635,1
0.558217052,0
0.575771849,1
0.529080258,1
0.579596493,1
0.549073398,0
0.508542858,0
0.492898274,1
0.604049517,0
0.603575686,0
0.627556419,0
0.614874757,0
0.497157432,0
0.503478257,1
0.530781123,0
0.601791149,0
0.506975787,0
0.538647028,0
0.512357382,0
0.569630759,1
0.613521772,0
0.504763862,0
0.624638085,1
0.590046895,0
0.556783692,1
0.588402047,1
0.567005189,1
0.604049736,0
0.598636801,0
0.604721377,0
0.600005247,1
0.626083587,0
0.500252133,0
0.54676605,0
0.542022545,1
0.621262114,1
0.511139504,0
0.565465815,0
0.519809993,0
0.618806647,0
0.513952905,1
0.598593136,0
0.554384927,0
0.601331225,0
0.521989361,0
0.604044654,1
0.580482362,0
0.525037978,0
0.540044458,1
0.520318802,0
0.560864353,1
0.526877709,1
0.622659917,1
0.521305392,1
0.605025223,1
0.522413091,0
0.534352499,0
0.600984712,0
0.573703518,1
0.613766858,1
0.51836797,1
0.509999347,0
0.55000868,1
0.553135643,1
0.61786368,0
0.555650644,1
0.622167818,0
0.504347551,0
0.534218593,0
0.527846502,1
0.562379823,1
0.535555971,0
0.50180032,1
0.506606532,0
0.498042401,0
0.558276177,0
0.599424589,1
0.620353308,0
0.596654476,1
0.528263134,0
0.532375178,0
0.562981604,1
0.562925579,1
0.520825559,0
0.541542083,0
0.499781381,0
0.573463828,0
0.63297854,1
0.61421284,1
0.5511065,1
0.598114254,0
0.632839081,0
0.611833633,1
0.605540589,1
0.523152411,0
0.579487961,0
0.611455192,0
0.622809205,1
0.527993273,1
0.525846231,0
0.568848242,1
0.57304217,1
0.503943758,1
0.552747764,1
0.507622574,1
0.619650344,0
0.502763717,1
0.510268248,0
0.537995529,1
0.629624656,0
0.606125304,0
0.503863557,1
0.542640312,1
0.580241688,0
0.573791135,1
0.601234969,0
0.61432569,0
0.562315878,1
0.529796284,0
0.593350126,1
0.528419854,1
0.495566041,1
0.538631382,0
0.535942862,1
0.527895422,0
0.553329879,1
0.497151526,1
0.573242371,0
0.620707693,1
0.504730688,1
0.519564012,1
0.611462053,0
0.507647272,0
0.633594316,0
0.507147172,0
0.609208345,1
0.548432084,0
0.594198562,0
0.551522837,1
0.589468186,0
0.497543465,0
0.530963018,1
0.62999467,0
0.492842035,0
0.524595415,0
0.624537947,1
0.533300538,0
0.574063138,1
0.604501267,0
0.580094048,0
0.6172991,1
0.531827694,0
0.538908786,0
0.50673096,0
0.543140844,1
0.622331096,1
0.533247771,0
0.631210415,0
0.63608813,1
0.551467412,0
0.510439685,1
0.57733699,1
0.61217869,0
0.5176058,0
0.522765743,0
0.624748306,1
0.560930856,0
0.637044449,1
0.504408697,1
0.592599966,0
0.634299802,0
0.563423887,0
0.499007716,0
0.532999641,1
0.540663632,0
0.583610473,1
0.603482319,1
0.538347322,1
0.560629913,0
0.565542914,0
0.529697892,0
0.535194774,0
0.5764053,0
0.636069948,0
0.541898992,1
0.541777287,1
0.553858892,1
0.558179557,1
0.518693282,0
0.571295785,1
0.60074372,0
0.501283966,0
0.637920739,0
0.627962414,0
0.577796602,1
0.494911514,0
0.53901424,1
0.561501751,1
0.622203472,0
0.513110435,1
0.596436398,0
0.571072486,1
0.623728538,1
0.50678204,0
0.531887876,0
0.572246506,0
0.517453721,0
0.61445839,0
0.495910196,0
0.516339122,1
0.541622777,0
0.516484065,1
0.570854113,0
0.501541041,1
0.582536928,1
0.506499658,1
0.544272281,0
0.587174347,0
0.495206627,1
0.564154643,0
0.49922311,0
0.564758345,1
0.496638744,0
0.589042235,0
0.546673473,1
0.560142039,0
0.582364306,1
0.508303833,0
0.544460256,1
0.603535915,0
0.552868739,1
0.632063449,0
0.509711501,0
0.558446487,0
0.601861793,0
0.562324414,1
0.620513598,0
0.618876722,1
0.615491849,0
0.501417318,1
0.580501727,0
0.49971275,0
0.61582203,1
0.522470674,1
0.569298411,1
0.571243696,1
0.52736342,1
0.51288397,1
0.541081845,0
0.599510909,0
0.609748032,1
0.636863237,0
0.604193298,1
0.583363143,1
0.516978773,1
0.575114161,1
0.502070994,1
0.486727297,0
0.63200277,1
0.500869061,1
0.618486652,1
0.502073855,0
0.57353377,1
0.513746378,1
0.566019613,1
0.502836619,0
0.552135806,0
0.590764766,1
0.604992544,0
0.501123775,0
0.55716223,1
0.501864825,1
0.581398843,0
0.535667852,1
0.625636837,0
0.562508468,1
0.505103751,0
0.629817343,1
0.589375574,0
0.510872362,0
0.580294799,0
0.590175274,0
0.533265345,0
0.579919215,1
0.633006999,1
0.499593465,0
0.612207239,0
0.59643012,0
0.581424788,1
0.603500114,1
0.616974821,1
0.546102902,1
0.605025497,1
0.601408619,1
0.590944029,0
0.595000733,0
0.556127095,1
0.543310212,1
0.50726348,0
0.528114626,1
0.550474744,0
0.6095521,1
0.565546046,1
0.514724284,1
0.516039646,0
0.526662859,1
0.615890737,0
0.504717534,0
0.498987678,0
0.571024677,1
0.619142011,1
0.5395402,1
0.524022017,1
0.577358847,0
0.629045837,1
0.621002418,1
0.526397343,1
0.555563814,0
0.526960467,0
0.593199158,0
0.628970101,1
0.514609909,0
0.560373551,1
0.598268933,1
0.526816894,1
0.571947688,1
0.609269253,1
0.607401547,1
0.54549519,1
0.533710025,1
0.597372938,0
0.5193693,1
0.633612601,1
0.51475668,1
0.513811585,0
0.536726879,1
0.601059317,1
0.561053907,1
0.544288112,0
0.574061796,0
0.624753928,1
0.545067673,0
0.510007791,1
0.605069726,0
0.51461275,1
0.565445988,0
0.578367518,1
0.583711057,0
0.526112593,0
0.523431503,0
0.532888819,1
0.589873188,1
0.51031066,1
0.517853604,1
0.614612864,0
0.604782012,1
0.521524122,1
0.524920255,1
0.519820976,1
0.574605928,1
0.519987428,1
0.530252634,0
0.505292717,1
0.600926379,0
0.546349788,0
0.505851209,0
0.608218581,0
0.604447747,0
0.596092815,0
0.524684838,0
0.619433467,0
0.613079594,0
0.550757908,0
0.581399763,0
0.502099861,1
0.559224561,0
0.531879531,1
0.54417772,0
0.55736781,0
0.627690079,1
0.627834961,0
0.564870483,1
0.570754099,1
0.495130969,1
0.492554226,1
0.551213863,0
0.551336584,0
0.511315823,0
0.493834245,0
0.513577984,1
0.509007816,1
0.616127906,1
0.561265875,1
0.495920797,0
0.513268607,1
0.559481305,0
0.524978499,1
0.600034474,0
0.580211269,0
0.509340449,0
0.619045298,0
0.524489655,0
0.55190095,0
0.62825227,1
0.553712841,0
0.562940974,0
0.560040902,1
0.635350815,1
0.567239149,1
0.605176911,1
0.526957175,1
0.504272212,0
0.492691507,0
0.635168157,0
0.550811845,0
0.632505222,0
0.598876364,0
0.545696208,0
0.49766936,1
0.564461714,1
0.611855053,1
0.538902742,0
0.536405795,1
0.617955162,1
0.558613943,1
0.520256773,0
0.628435427,1
0.510542399,0
0.530029807,0
0.555314642,0
0.528915077,1
0.53376904,1
0.5179418,1
0.549953059,1
0.594983211,0
0.629753799,0
0.608258317,0
0.592610354,0
0.547056558,1
0.485120629,1
0.506709347,1
0.494904457,1
0.5078597,1
0.594267529,0
0.499467205,1
0.550065078,0
0.505105095,1
0.516141489,1
0.527388577,1
0.606222439,0
0.61018463,0
0.59500658,0
0.591248202,0
0.566683235,1
0.624002842,1
0.533890171,0
0.548984909,1
0.605650279,0
0.556671554,1
0.579550378,0
0.597171363,1
0.590485291,0
0.498302591,0
0.539111931,1
0.504027158,1
0.540925156,1
